RTY,0.003992472328618815
TPX,0.0032315048299729494
HFRXAR,7.673456114825857e-05
SPVXSTR,0.030875770015364255
SPGTIND,0.002140247920118075
GECU10YR,0.04244662137069012
STCGUSRE,0.005730126137291813
MXEU,0.0020954718815992287
GUKG10,0.05620629407464873
MXUSMC,0.002796053897724875
IBOXIG,0.000270638199093893
NDEUCHF,0.0066527632638339424
Cycle,
MXASJ,0.003811633576201617
SPGSCI,0.005268899631279994
MXEF,0.004258295678430106
TRVCI,0.004251288141202906
CY00,0.0002020781280977761
SPX,0.0019139631739291613
IADMGOLD,0.0028088029303480503
SPBDU1ST,0.0005086178639153278
BNDGLB,0.00010936980246798399
IDCOTCTR,9.589869551544992e-05
DWCF,0.0021331067414593397
AD09X,0.0028947893406119623
ASX,0.0018023104722258566
LBUSTRUU,5.907834229211225e-05
SPLPEQTY,0.006403645076333725
SREITGL,0.003926662972776019
