RTY,0.03517254844019528
TPX,0.03454862216553686
HFRXAR,0.005183737601160575
SPVXSTR,0.0936303717868207
SPGTIND,0.024493022019109592
GECU10YR,0.11921841291738458
STCGUSRE,0.03816315757172795
MXEU,0.027421815555887727
GUKG10,0.13680101966398966
MXUSMC,0.030382147293001906
IBOXIG,0.00940397771985596
NDEUCHF,0.04396141723030754
Cycle,
MXASJ,0.035595720463131864
SPGSCI,0.04366575939792288
MXEF,0.03605127231895863
TRVCI,0.036643248514817414
CY00,0.007797631201556137
SPX,0.02407058485225331
IADMGOLD,0.028739319430076127
SPBDU1ST,0.0139700832955512
BNDGLB,0.006163979652917267
IDCOTCTR,0.005694016815609689
DWCF,0.02538822338878358
AD09X,0.03146649728446191
ASX,0.023715449382211307
LBUSTRUU,0.005017896076467878
SPLPEQTY,0.04283014316882822
SREITGL,0.03872698301535357
